item_id,order_id,product_id,quantity,unit_price,discount_pct_x,final_price,line_total,cost_total,customer_id,order_date,status,payment_method,discount_pct_y,shipping_cost,first_name,last_name,email,region,segment,acquisition_channel,registration_date,age,gender,product_name,category,subcategory,cost_price,rating,year,month,month_name,quarter,profit
ITEM0001044143,ORD0001044,PROD0144,2,27.04,0.0,27.04,54.08,20.78,CUST01970,2024-11-08,Delivered,Credit Card,0.0,2.05,Sophia,Gupta,user1970@email.com,East,B2C,Social Media,2022-06-23,27,Male,Yoga Mat Elite,Sports,Yoga Mat,10.39,2.8,2024,11,Nov,2024Q4,33.3
ITEM0001044094,ORD0001044,PROD0095,2,1855.24,0.0,1855.24,3710.48,1154.82,CUST01970,2024-11-08,Delivered,Credit Card,0.0,2.05,Sophia,Gupta,user1970@email.com,East,B2C,Social Media,2022-06-23,27,Male,Shorts Pro,Clothing,Shorts,577.41,4.6,2024,11,Nov,2024Q4,2555.66
ITEM0001045065,ORD0001045,PROD0066,2,1133.93,0.0,1133.93,2267.86,949.34,CUST00465,2024-10-22,Delivered,Wallet,0.0,5.59,Emma,Singh,user465@email.com,East,B2C,Referral,2024-10-06,33,Male,Running Shoes Elite,Sports,Running Shoes,474.67,4.7,2024,10,Oct,2024Q4,1318.52
ITEM0001045137,ORD0001045,PROD0138,5,50.39,0.0,50.39,251.95,112.9,CUST00465,2024-10-22,Delivered,Wallet,0.0,5.59,Emma,Singh,user465@email.com,East,B2C,Referral,2024-10-06,33,Male,Blender Pro,Home & Garden,Blender,22.58,3.4,2024,10,Oct,2024Q4,139.04999999999998
ITEM0001046120,ORD0001046,PROD0121,2,924.56,0.05,878.33,1756.66,1116.06,CUST00887,2024-02-20,Delivered,Debit Card,0.05,4.5,Oliver,Smith,user887@email.com,North,B2C,Organic Search,2023-04-24,49,Male,Laptop Pro,Electronics,Laptop,558.03,4.0,2024,2,Feb,2024Q1,640.6000000000001
ITEM0001046065,ORD0001046,PROD0066,1,1133.93,0.05,1077.23,1077.23,474.67,CUST00887,2024-02-20,Delivered,Debit Card,0.05,4.5,Oliver,Smith,user887@email.com,North,B2C,Organic Search,2023-04-24,49,Male,Running Shoes Elite,Sports,Running Shoes,474.67,4.7,2024,2,Feb,2024Q1,602.56
ITEM0001046099,ORD0001046,PROD0100,3,1277.87,0.05,1213.98,3641.94,2078.43,CUST00887,2024-02-20,Delivered,Debit Card,0.05,4.5,Oliver,Smith,user887@email.com,North,B2C,Organic Search,2023-04-24,49,Male,Rug Elite,Home & Garden,Rug,692.81,3.1,2024,2,Feb,2024Q1,1563.5100000000002
ITEM0001047068,ORD0001047,PROD0069,4,43.59,0.05,41.41,165.64,65.56,CUST01522,2024-09-16,Delivered,Wallet,0.05,1.23,Rahul,Garcia,user1522@email.com,South,B2C,Affiliate,2024-01-15,29,Male,Football Plus,Sports,Football,16.39,3.5,2024,9,Sep,2024Q3,100.07999999999998
ITEM0001047029,ORD0001047,PROD0030,1,1030.47,0.05,978.95,978.95,520.03,CUST01522,2024-09-16,Delivered,Wallet,0.05,1.23,Rahul,Garcia,user1522@email.com,South,B2C,Affiliate,2024-01-15,29,Male,Backpack Ultra,Sports,Backpack,520.03,4.2,2024,9,Sep,2024Q3,458.9200000000001
ITEM0001048103,ORD0001048,PROD0104,5,727.13,0.15,618.06,3090.3,1518.9,CUST00906,2022-06-29,Delivered,Debit Card,0.15,1.15,Kavya,Garcia,user906@email.com,West,B2B,Social Media,2022-06-25,40,Other,Yoga Mat Basic,Sports,Yoga Mat,303.78,4.0,2022,6,Jun,2022Q2,1571.4
ITEM0001048144,ORD0001048,PROD0145,1,1192.33,0.15,1013.48,1013.48,493.01,CUST00906,2022-06-29,Delivered,Debit Card,0.15,1.15,Kavya,Garcia,user906@email.com,West,B2B,Social Media,2022-06-25,40,Other,Dumbbell Set Plus,Sports,Dumbbell Set,493.01,3.0,2022,6,Jun,2022Q2,520.47
ITEM0001050032,ORD0001050,PROD0033,3,1743.14,0.05,1655.98,4967.94,2055.54,CUST01674,2024-08-12,Delivered,UPI,0.05,4.32,Aarav,Gupta,user1674@email.com,East,B2B,Paid Search,2023-06-03,61,Male,Perfume Elite,Beauty,Perfume,685.18,3.6,2024,8,Aug,2024Q3,2912.3999999999996
ITEM0001050137,ORD0001050,PROD0138,2,50.39,0.05,47.87,95.74,45.16,CUST01674,2024-08-12,Delivered,UPI,0.05,4.32,Aarav,Gupta,user1674@email.com,East,B2B,Paid Search,2023-06-03,61,Male,Blender Pro,Home & Garden,Blender,22.58,3.4,2024,8,Aug,2024Q3,50.58
ITEM0001050103,ORD0001050,PROD0104,2,727.13,0.05,690.77,1381.54,607.56,CUST01674,2024-08-12,Delivered,UPI,0.05,4.32,Aarav,Gupta,user1674@email.com,East,B2B,Paid Search,2023-06-03,61,Male,Yoga Mat Basic,Sports,Yoga Mat,303.78,4.0,2024,8,Aug,2024Q3,773.98
ITEM0001051007,ORD0001051,PROD0008,2,949.0,0.0,949.0,1898.0,1129.9,CUST01579,2024-12-26,Delivered,Wallet,0.0,5.22,Priya,Shah,user1579@email.com,Central,B2C,Affiliate,2024-09-27,24,Female,T-Shirt Elite,Clothing,T-Shirt,564.95,4.6,2024,12,Dec,2024Q4,768.0999999999999
ITEM0001051147,ORD0001051,PROD0148,1,1588.18,0.0,1588.18,1588.18,759.48,CUST01579,2024-12-26,Delivered,Wallet,0.0,5.22,Priya,Shah,user1579@email.com,Central,B2C,Affiliate,2024-09-27,24,Female,Tennis Racket Basic,Sports,Tennis Racket,759.48,4.2,2024,12,Dec,2024Q4,828.7
ITEM0001051149,ORD0001051,PROD0150,5,1653.56,0.0,1653.56,8267.8,3519.3,CUST01579,2024-12-26,Delivered,Wallet,0.0,5.22,Priya,Shah,user1579@email.com,Central,B2C,Affiliate,2024-09-27,24,Female,Backpack Plus,Sports,Backpack,703.86,3.5,2024,12,Dec,2024Q4,4748.499999999999
ITEM0001051098,ORD0001051,PROD0099,2,1591.13,0.0,1591.13,3182.26,1361.44,CUST01579,2024-12-26,Delivered,Wallet,0.0,5.22,Priya,Shah,user1579@email.com,Central,B2C,Affiliate,2024-09-27,24,Female,Coffee Maker Basic,Home & Garden,Coffee Maker,680.72,2.6,2024,12,Dec,2024Q4,1820.8200000000002
ITEM0001052111,ORD0001052,PROD0112,1,1284.78,0.0,1284.78,1284.78,369.27,CUST00852,2024-08-09,Delivered,Wallet,0.0,5.66,Shreya,Williams,user852@email.com,North,B2C,Direct,2024-03-16,58,Male,Moisturizer Elite,Beauty,Moisturizer,369.27,4.5,2024,8,Aug,2024Q3,915.51
ITEM0001052019,ORD0001052,PROD0020,2,1807.57,0.0,1807.57,3615.14,1238.6,CUST00852,2024-08-09,Delivered,Wallet,0.0,5.66,Shreya,Williams,user852@email.com,North,B2C,Direct,2024-03-16,58,Male,Rug Plus,Home & Garden,Rug,619.3,3.3,2024,8,Aug,2024Q3,2376.54
ITEM0001053034,ORD0001053,PROD0035,5,757.68,0.0,757.68,3788.4,2318.0,CUST00642,2024-11-12,Delivered,Debit Card,0.0,12.17,Anjali,Wilson,user642@email.com,Central,B2C,Affiliate,2023-04-13,63,Female,Foundation Plus,Beauty,Foundation,463.6,3.3,2024,11,Nov,2024Q4,1470.4
ITEM0001053032,ORD0001053,PROD0033,5,1743.14,0.0,1743.14,8715.7,3425.9,CUST00642,2024-11-12,Delivered,Debit Card,0.0,12.17,Anjali,Wilson,user642@email.com,Central,B2C,Affiliate,2023-04-13,63,Female,Perfume Elite,Beauty,Perfume,685.18,3.6,2024,11,Nov,2024Q4,5289.800000000001
ITEM0001053056,ORD0001053,PROD0057,5,785.18,0.0,785.18,3925.9,1523.7,CUST00642,2024-11-12,Delivered,Debit Card,0.0,12.17,Anjali,Wilson,user642@email.com,Central,B2C,Affiliate,2023-04-13,63,Female,Lamp Ultra,Home & Garden,Lamp,304.74,2.9,2024,11,Nov,2024Q4,2402.2
ITEM0001053068,ORD0001053,PROD0069,1,43.59,0.0,43.59,43.59,16.39,CUST00642,2024-11-12,Delivered,Debit Card,0.0,12.17,Anjali,Wilson,user642@email.com,Central,B2C,Affiliate,2023-04-13,63,Female,Football Plus,Sports,Football,16.39,3.5,2024,11,Nov,2024Q4,27.200000000000003
ITEM0001054091,ORD0001054,PROD0092,1,707.01,0.2,565.61,565.61,265.34,CUST00149,2024-02-19,Delivered,Net Banking,0.2,3.31,James,Singh,user149@email.com,East,B2B,Affiliate,2023-09-10,52,Female,Sneakers Ultra,Clothing,Sneakers,265.34,3.8,2024,2,Feb,2024Q1,300.27000000000004
ITEM0001054004,ORD0001054,PROD0005,4,1278.86,0.2,1023.09,4092.36,2656.96,CUST00149,2024-02-19,Delivered,Net Banking,0.2,3.31,James,Singh,user149@email.com,East,B2B,Affiliate,2023-09-10,52,Female,Camera Elite,Electronics,Camera,664.24,3.9,2024,2,Feb,2024Q1,1435.4
ITEM0001055030,ORD0001055,PROD0031,1,2463.62,0.0,2463.62,2463.62,759.06,CUST01770,2024-11-06,Delivered,Wallet,0.0,4.57,Nikhil,Sharma,user1770@email.com,West,B2C,Organic Search,2023-11-21,40,Female,Water Bottle Basic,Sports,Water Bottle,759.06,3.2,2024,11,Nov,2024Q4,1704.56
ITEM0001055070,ORD0001055,PROD0071,5,1656.86,0.0,1656.86,8284.3,3883.85,CUST01770,2024-11-06,Delivered,Wallet,0.0,4.57,Nikhil,Sharma,user1770@email.com,West,B2C,Organic Search,2023-11-21,40,Female,Water Bottle Plus,Sports,Water Bottle,776.77,4.1,2024,11,Nov,2024Q4,4400.449999999999
ITEM0001055075,ORD0001055,PROD0076,2,981.83,0.0,981.83,1963.66,1329.82,CUST01770,2024-11-06,Delivered,Wallet,0.0,4.57,Nikhil,Sharma,user1770@email.com,West,B2C,Organic Search,2023-11-21,40,Female,Shampoo Elite,Beauty,Shampoo,664.91,4.7,2024,11,Nov,2024Q4,633.8400000000001
ITEM0001056092,ORD0001056,PROD0093,4,1152.49,0.0,1152.49,4609.96,2018.76,CUST00433,2024-08-18,Delivered,UPI,0.0,4.56,Oliver,Johnson,user433@email.com,Central,B2C,Paid Search,2024-07-02,57,Male,Boots Basic,Clothing,Boots,504.69,4.6,2024,8,Aug,2024Q3,2591.2
ITEM0001057125,ORD0001057,PROD0126,2,1001.16,0.1,901.04,1802.08,1588.36,CUST01806,2024-01-11,Delivered,Credit Card,0.1,1.65,Divya,Verma,user1806@email.com,Central,B2B,Paid Search,2022-09-21,60,Female,Speaker Plus,Electronics,Speaker,794.18,4.2,2024,1,Jan,2024Q1,213.72000000000003
ITEM0001058085,ORD0001058,PROD0086,5,334.12,0.05,317.41,1587.05,1217.45,CUST00778,2024-10-22,Delivered,PayPal,0.05,11.03,Meera,Smith,user778@email.com,North,B2C,Social Media,2024-09-10,55,Male,Speaker Ultra,Electronics,Speaker,243.49,3.3,2024,10,Oct,2024Q4,369.5999999999999
ITEM0001058091,ORD0001058,PROD0092,2,707.01,0.05,671.66,1343.32,530.68,CUST00778,2024-10-22,Delivered,PayPal,0.05,11.03,Meera,Smith,user778@email.com,North,B2C,Social Media,2024-09-10,55,Male,Sneakers Ultra,Clothing,Sneakers,265.34,3.8,2024,10,Oct,2024Q4,812.64
ITEM0001059011,ORD0001059,PROD0012,1,2573.2,0.05,2444.54,2444.54,761.88,CUST01310,2024-01-27,Delivered,PayPal,0.05,12.18,Arjun,Reddy,user1310@email.com,West,B2B,Direct,2023-09-08,28,Female,Sneakers Basic,Clothing,Sneakers,761.88,4.9,2024,1,Jan,2024Q1,1682.6599999999999
ITEM0001060053,ORD0001060,PROD0054,3,799.83,0.2,639.86,1919.58,1890.93,CUST00444,2024-10-01,Delivered,Wallet,0.2,12.02,James,Jones,user444@email.com,North,B2C,Affiliate,2022-06-04,28,Female,Hoodie Plus,Clothing,Hoodie,630.31,3.5,2024,10,Oct,2024Q4,28.649999999999864
ITEM0001062070,ORD0001062,PROD0071,4,1656.86,0.1,1491.17,5964.68,3107.08,CUST00469,2022-09-18,Delivered,Debit Card,0.1,0.99,Kavya,Mehta,user469@email.com,East,B2B,Organic Search,2022-09-17,19,Female,Water Bottle Plus,Sports,Water Bottle,776.77,4.1,2022,9,Sep,2022Q3,2857.6000000000004
ITEM0001062096,ORD0001062,PROD0097,3,1608.5,0.1,1447.65,4342.95,2079.24,CUST00469,2022-09-18,Delivered,Debit Card,0.1,0.99,Kavya,Mehta,user469@email.com,East,B2B,Organic Search,2022-09-17,19,Female,Lamp Elite,Home & Garden,Lamp,693.08,3.8,2022,9,Sep,2022Q3,2263.71
ITEM0001062021,ORD0001062,PROD0022,5,34.48,0.1,31.03,155.15,116.95,CUST00469,2022-09-18,Delivered,Debit Card,0.1,0.99,Kavya,Mehta,user469@email.com,East,B2B,Organic Search,2022-09-17,19,Female,Plant Pot Basic,Home & Garden,Plant Pot,23.39,3.5,2022,9,Sep,2022Q3,38.2
ITEM0001062095,ORD0001062,PROD0096,2,215.28,0.1,193.75,387.5,189.42,CUST00469,2022-09-18,Delivered,Debit Card,0.1,0.99,Kavya,Mehta,user469@email.com,East,B2B,Organic Search,2022-09-17,19,Female,Sofa Ultra,Home & Garden,Sofa,94.71,4.7,2022,9,Sep,2022Q3,198.08
ITEM0001063081,ORD0001063,PROD0082,1,1452.3,0.0,1452.3,1452.3,545.92,CUST00305,2023-09-23,Delivered,Net Banking,0.0,6.87,Sophia,Patel,user305@email.com,Central,B2C,Direct,2022-12-20,58,Other,Tablet Ultra,Electronics,Tablet,545.92,4.6,2023,9,Sep,2023Q3,906.38
ITEM0001063054,ORD0001063,PROD0055,2,1316.97,0.0,1316.97,2633.94,1455.28,CUST00305,2023-09-23,Delivered,Net Banking,0.0,6.87,Sophia,Patel,user305@email.com,Central,B2C,Direct,2022-12-20,58,Other,Shorts Elite,Clothing,Shorts,727.64,4.5,2023,9,Sep,2023Q3,1178.66
ITEM0001064111,ORD0001064,PROD0112,1,1284.78,0.05,1220.54,1220.54,369.27,CUST01792,2022-05-19,Delivered,PayPal,0.05,3.66,Meera,Brown,user1792@email.com,Central,Enterprise,Direct,2022-05-07,49,Other,Moisturizer Elite,Beauty,Moisturizer,369.27,4.5,2022,5,May,2022Q2,851.27
ITEM0001064108,ORD0001064,PROD0109,5,572.16,0.05,543.55,2717.75,2278.55,CUST01792,2022-05-19,Delivered,PayPal,0.05,3.66,Meera,Brown,user1792@email.com,Central,Enterprise,Direct,2022-05-07,49,Other,Football Elite,Sports,Football,455.71,3.2,2022,5,May,2022Q2,439.1999999999998
ITEM0001065137,ORD0001065,PROD0138,4,50.39,0.1,45.35,181.4,90.32,CUST00398,2024-02-04,Delivered,Net Banking,0.1,0.77,Amit,Gupta,user398@email.com,West,Enterprise,Social Media,2024-01-15,65,Other,Blender Pro,Home & Garden,Blender,22.58,3.4,2024,2,Feb,2024Q1,91.08000000000001
ITEM0001066064,ORD0001066,PROD0065,5,412.32,0.0,412.32,2061.6,758.9,CUST01977,2024-11-02,Delivered,Credit Card,0.0,4.87,Pooja,Sharma,user1977@email.com,South,B2C,Paid Search,2024-09-16,55,Male,Dumbbell Set Elite,Sports,Dumbbell Set,151.78,4.9,2024,11,Nov,2024Q4,1302.6999999999998
ITEM0001066058,ORD0001066,PROD0059,4,806.32,0.0,806.32,3225.28,1496.88,CUST01977,2024-11-02,Delivered,Credit Card,0.0,4.87,Pooja,Sharma,user1977@email.com,South,B2C,Paid Search,2024-09-16,55,Male,Coffee Maker Ultra,Home & Garden,Coffee Maker,374.22,2.8,2024,11,Nov,2024Q4,1728.4
ITEM0001066110,ORD0001066,PROD0111,2,975.42,0.0,975.42,1950.84,570.28,CUST01977,2024-11-02,Delivered,Credit Card,0.0,4.87,Pooja,Sharma,user1977@email.com,South,B2C,Paid Search,2024-09-16,55,Male,Water Bottle Elite,Sports,Water Bottle,285.14,4.5,2024,11,Nov,2024Q4,1380.56
ITEM0001066123,ORD0001066,PROD0124,1,2131.0,0.0,2131.0,2131.0,701.79,CUST01977,2024-11-02,Delivered,Credit Card,0.0,4.87,Pooja,Sharma,user1977@email.com,South,B2C,Paid Search,2024-09-16,55,Male,Smartwatch Ultra,Electronics,Smartwatch,701.79,4.9,2024,11,Nov,2024Q4,1429.21
ITEM0001067103,ORD0001067,PROD0104,5,727.13,0.1,654.42,3272.1,1518.9,CUST01936,2024-12-27,Delivered,Credit Card,0.1,8.23,Sophia,Singh,user1936@email.com,West,Enterprise,Affiliate,2024-10-11,30,Other,Yoga Mat Basic,Sports,Yoga Mat,303.78,4.0,2024,12,Dec,2024Q4,1753.1999999999998
ITEM0001068140,ORD0001068,PROD0141,2,1902.6,0.0,1902.6,3805.2,1129.7,CUST00656,2024-03-30,Delivered,UPI,0.0,12.58,Aarav,Williams,user656@email.com,North,B2C,Referral,2023-05-07,64,Other,Curtains Basic,Home & Garden,Curtains,564.85,4.2,2024,3,Mar,2024Q1,2675.5
ITEM0001068000,ORD0001068,PROD0001,4,199.5,0.0,199.5,798.0,511.64,CUST00656,2024-03-30,Delivered,UPI,0.0,12.58,Aarav,Williams,user656@email.com,North,B2C,Referral,2023-05-07,64,Other,Laptop Basic,Electronics,Laptop,127.91,2.9,2024,3,Mar,2024Q1,286.36
ITEM0001069045,ORD0001069,PROD0046,1,1156.23,0.0,1156.23,1156.23,338.91,CUST01684,2024-12-18,Delivered,Wallet,0.0,1.08,Kavya,Smith,user1684@email.com,West,B2C,Social Media,2024-11-20,37,Male,Speaker Pro,Electronics,Speaker,338.91,3.4,2024,12,Dec,2024Q4,817.3199999999999
ITEM0001069050,ORD0001069,PROD0051,1,92.57,0.0,92.57,92.57,36.0,CUST01684,2024-12-18,Delivered,Wallet,0.0,1.08,Kavya,Smith,user1684@email.com,West,B2C,Social Media,2024-11-20,37,Male,Dress Plus,Clothing,Dress,36.0,4.3,2024,12,Dec,2024Q4,56.56999999999999
ITEM0001069003,ORD0001069,PROD0004,2,1301.7,0.0,1301.7,2603.4,1371.42,CUST01684,2024-12-18,Delivered,Wallet,0.0,1.08,Kavya,Smith,user1684@email.com,West,B2C,Social Media,2024-11-20,37,Male,Smartwatch Plus,Electronics,Smartwatch,685.71,3.3,2024,12,Dec,2024Q4,1231.98
ITEM0001069103,ORD0001069,PROD0104,2,727.13,0.0,727.13,1454.26,607.56,CUST01684,2024-12-18,Delivered,Wallet,0.0,1.08,Kavya,Smith,user1684@email.com,West,B2C,Social Media,2024-11-20,37,Male,Yoga Mat Basic,Sports,Yoga Mat,303.78,4.0,2024,12,Dec,2024Q4,846.7
ITEM0001070085,ORD0001070,PROD0086,3,334.12,0.05,317.41,952.23,730.47,CUST00112,2023-08-06,Processing,PayPal,0.05,14.65,Sneha,Joshi,user112@email.com,East,B2C,Paid Search,2023-03-16,37,Male,Speaker Ultra,Electronics,Speaker,243.49,3.3,2023,8,Aug,2023Q3,221.76
ITEM0001070004,ORD0001070,PROD0005,2,1278.86,0.05,1214.92,2429.84,1328.48,CUST00112,2023-08-06,Processing,PayPal,0.05,14.65,Sneha,Joshi,user112@email.com,East,B2C,Paid Search,2023-03-16,37,Male,Camera Elite,Electronics,Camera,664.24,3.9,2023,8,Aug,2023Q3,1101.3600000000001
ITEM0001071009,ORD0001071,PROD0010,3,1674.4,0.0,1674.4,5023.2,1916.97,CUST00345,2023-11-18,Delivered,Debit Card,0.0,0.41,Nikhil,Davis,user345@email.com,West,B2C,Affiliate,2023-04-09,32,Male,Jacket Basic,Clothing,Jacket,638.99,3.2,2023,11,Nov,2023Q4,3106.2299999999996
ITEM0001071026,ORD0001071,PROD0027,1,2013.38,0.0,2013.38,2013.38,639.88,CUST00345,2023-11-18,Delivered,Debit Card,0.0,0.41,Nikhil,Davis,user345@email.com,West,B2C,Affiliate,2023-04-09,32,Male,Cycling Helmet Pro,Sports,Cycling Helmet,639.88,4.8,2023,11,Nov,2023Q4,1373.5
ITEM0001072108,ORD0001072,PROD0109,2,572.16,0.05,543.55,1087.1,911.42,CUST00525,2024-09-11,Delivered,Credit Card,0.05,1.43,Deepa,Garcia,user525@email.com,North,B2C,Referral,2024-07-11,28,Other,Football Elite,Sports,Football,455.71,3.2,2024,9,Sep,2024Q3,175.67999999999995
ITEM0001072063,ORD0001072,PROD0064,2,1063.77,0.05,1010.58,2021.16,1150.46,CUST00525,2024-09-11,Delivered,Credit Card,0.05,1.43,Deepa,Garcia,user525@email.com,North,B2C,Referral,2024-07-11,28,Other,Yoga Mat Ultra,Sports,Yoga Mat,575.23,3.1,2024,9,Sep,2024Q3,870.7
ITEM0001072052,ORD0001072,PROD0053,2,646.04,0.05,613.74,1227.48,834.58,CUST00525,2024-09-11,Delivered,Credit Card,0.05,1.43,Deepa,Garcia,user525@email.com,North,B2C,Referral,2024-07-11,28,Other,Boots Plus,Clothing,Boots,417.29,4.7,2024,9,Sep,2024Q3,392.9
ITEM0001072132,ORD0001072,PROD0133,2,355.67,0.05,337.89,675.78,223.84,CUST00525,2024-09-11,Delivered,Credit Card,0.05,1.43,Deepa,Garcia,user525@email.com,North,B2C,Referral,2024-07-11,28,Other,Boots Plus,Clothing,Boots,111.92,3.8,2024,9,Sep,2024Q3,451.93999999999994
ITEM0001073012,ORD0001073,PROD0013,4,723.35,0.0,723.35,2893.4,1568.8,CUST00570,2023-03-07,Delivered,Net Banking,0.0,1.96,Sophia,Davis,user570@email.com,South,Enterprise,Social Media,2023-02-06,59,Male,Boots Ultra,Clothing,Boots,392.2,3.4,2023,3,Mar,2023Q1,1324.6000000000001
ITEM0001073095,ORD0001073,PROD0096,2,215.28,0.0,215.28,430.56,189.42,CUST00570,2023-03-07,Delivered,Net Banking,0.0,1.96,Sophia,Davis,user570@email.com,South,Enterprise,Social Media,2023-02-06,59,Male,Sofa Ultra,Home & Garden,Sofa,94.71,4.7,2023,3,Mar,2023Q1,241.14000000000001
ITEM0001074029,ORD0001074,PROD0030,3,1030.47,0.1,927.42,2782.26,1560.09,CUST01342,2022-05-26,Delivered,Net Banking,0.1,11.36,Oliver,Joshi,user1342@email.com,West,B2C,Affiliate,2022-04-14,53,Male,Backpack Ultra,Sports,Backpack,520.03,4.2,2022,5,May,2022Q2,1222.1700000000003
ITEM0001074053,ORD0001074,PROD0054,2,799.83,0.1,719.85,1439.7,1260.62,CUST01342,2022-05-26,Delivered,Net Banking,0.1,11.36,Oliver,Joshi,user1342@email.com,West,B2C,Affiliate,2022-04-14,53,Male,Hoodie Plus,Clothing,Hoodie,630.31,3.5,2022,5,May,2022Q2,179.08000000000015
ITEM0001074065,ORD0001074,PROD0066,2,1133.93,0.1,1020.54,2041.08,949.34,CUST01342,2022-05-26,Delivered,Net Banking,0.1,11.36,Oliver,Joshi,user1342@email.com,West,B2C,Affiliate,2022-04-14,53,Male,Running Shoes Elite,Sports,Running Shoes,474.67,4.7,2022,5,May,2022Q2,1091.7399999999998
ITEM0001074136,ORD0001074,PROD0137,5,124.08,0.1,111.67,558.35,236.5,CUST01342,2022-05-26,Delivered,Net Banking,0.1,11.36,Oliver,Joshi,user1342@email.com,West,B2C,Affiliate,2022-04-14,53,Male,Lamp Basic,Home & Garden,Lamp,47.3,3.6,2022,5,May,2022Q2,321.85
ITEM0001075029,ORD0001075,PROD0030,3,1030.47,0.0,1030.47,3091.41,1560.09,CUST00207,2023-08-22,Delivered,Debit Card,0.0,7.76,Amit,Kumar,user207@email.com,North,B2C,Email,2023-03-26,29,Male,Backpack Ultra,Sports,Backpack,520.03,4.2,2023,8,Aug,2023Q3,1531.32
ITEM0001075054,ORD0001075,PROD0055,4,1316.97,0.0,1316.97,5267.88,2910.56,CUST00207,2023-08-22,Delivered,Debit Card,0.0,7.76,Amit,Kumar,user207@email.com,North,B2C,Email,2023-03-26,29,Male,Shorts Elite,Clothing,Shorts,727.64,4.5,2023,8,Aug,2023Q3,2357.32
ITEM0001075040,ORD0001075,PROD0041,3,539.28,0.0,539.28,1617.84,967.05,CUST00207,2023-08-22,Delivered,Debit Card,0.0,7.76,Amit,Kumar,user207@email.com,North,B2C,Email,2023-03-26,29,Male,Laptop Basic,Electronics,Laptop,322.35,4.5,2023,8,Aug,2023Q3,650.79
ITEM0001075062,ORD0001075,PROD0063,3,364.34,0.0,364.34,1093.02,324.6,CUST00207,2023-08-22,Delivered,Debit Card,0.0,7.76,Amit,Kumar,user207@email.com,North,B2C,Email,2023-03-26,29,Male,Bookshelf Plus,Home & Garden,Bookshelf,108.2,2.7,2023,8,Aug,2023Q3,768.42
ITEM0001075065,ORD0001075,PROD0066,2,1133.93,0.0,1133.93,2267.86,949.34,CUST00207,2023-08-22,Delivered,Debit Card,0.0,7.76,Amit,Kumar,user207@email.com,North,B2C,Email,2023-03-26,29,Male,Running Shoes Elite,Sports,Running Shoes,474.67,4.7,2023,8,Aug,2023Q3,1318.52
ITEM0001076001,ORD0001076,PROD0002,3,765.17,0.0,765.17,2295.51,1470.15,CUST00444,2023-09-19,Delivered,PayPal,0.0,9.14,James,Jones,user444@email.com,North,B2C,Affiliate,2022-06-04,28,Female,Tablet Ultra,Electronics,Tablet,490.05,4.1,2023,9,Sep,2023Q3,825.3600000000001
ITEM0001076044,ORD0001076,PROD0045,5,912.46,0.0,912.46,4562.3,1924.95,CUST00444,2023-09-19,Delivered,PayPal,0.0,9.14,James,Jones,user444@email.com,North,B2C,Affiliate,2022-06-04,28,Female,Camera Basic,Electronics,Camera,384.99,2.5,2023,9,Sep,2023Q3,2637.3500000000004
ITEM0001077091,ORD0001077,PROD0092,4,707.01,0.0,707.01,2828.04,1061.36,CUST01049,2024-07-10,Delivered,Wallet,0.0,0.82,Priya,Verma,user1049@email.com,East,B2C,Social Media,2022-09-11,21,Female,Sneakers Ultra,Clothing,Sneakers,265.34,3.8,2024,7,Jul,2024Q3,1766.68
ITEM0001077063,ORD0001077,PROD0064,4,1063.77,0.0,1063.77,4255.08,2300.92,CUST01049,2024-07-10,Delivered,Wallet,0.0,0.82,Priya,Verma,user1049@email.com,East,B2C,Social Media,2022-09-11,21,Female,Yoga Mat Ultra,Sports,Yoga Mat,575.23,3.1,2024,7,Jul,2024Q3,1954.1599999999999
ITEM0001077111,ORD0001077,PROD0112,2,1284.78,0.0,1284.78,2569.56,738.54,CUST01049,2024-07-10,Delivered,Wallet,0.0,0.82,Priya,Verma,user1049@email.com,East,B2C,Social Media,2022-09-11,21,Female,Moisturizer Elite,Beauty,Moisturizer,369.27,4.5,2024,7,Jul,2024Q3,1831.02
ITEM0001078091,ORD0001078,PROD0092,3,707.01,0.05,671.66,2014.98,796.02,CUST00567,2024-12-08,Delivered,Debit Card,0.05,9.33,Suresh,Patel,user567@email.com,Central,B2B,Direct,2023-09-21,30,Female,Sneakers Ultra,Clothing,Sneakers,265.34,3.8,2024,12,Dec,2024Q4,1218.96
ITEM0001078103,ORD0001078,PROD0104,2,727.13,0.05,690.77,1381.54,607.56,CUST00567,2024-12-08,Delivered,Debit Card,0.05,9.33,Suresh,Patel,user567@email.com,Central,B2B,Direct,2023-09-21,30,Female,Yoga Mat Basic,Sports,Yoga Mat,303.78,4.0,2024,12,Dec,2024Q4,773.98
ITEM0001078023,ORD0001078,PROD0024,4,39.44,0.05,37.47,149.88,71.52,CUST00567,2024-12-08,Delivered,Debit Card,0.05,9.33,Suresh,Patel,user567@email.com,Central,B2B,Direct,2023-09-21,30,Female,Yoga Mat Pro,Sports,Yoga Mat,17.88,3.8,2024,12,Dec,2024Q4,78.36
ITEM0001079099,ORD0001079,PROD0100,2,1277.87,0.0,1277.87,2555.74,1385.62,CUST01966,2024-08-22,Delivered,Credit Card,0.0,4.01,Anjali,Williams,user1966@email.com,North,B2B,Social Media,2024-03-18,63,Other,Rug Elite,Home & Garden,Rug,692.81,3.1,2024,8,Aug,2024Q3,1170.12
