customer_id,first_name,last_name,email,region,segment,acquisition_channel,registration_date,age,gender
CUST00307,Arjun,Sharma,user307@email.com,West,B2C,Paid Search,2022-06-20,44,Other
CUST00308,Meera,Miller,user308@email.com,Central,Enterprise,Affiliate,2022-11-13,65,Other
CUST00309,Oliver,Mehta,user309@email.com,Central,B2C,Social Media,2022-04-07,60,Female
CUST00310,Suresh,Smith,user310@email.com,South,B2C,Direct,2024-03-27,39,Other
CUST00311,Emma,Verma,user311@email.com,Central,B2C,Paid Search,2023-07-05,35,Other
CUST00312,Pooja,Reddy,user312@email.com,East,B2B,Referral,2023-04-09,63,Female
CUST00313,Anjali,Johnson,user313@email.com,Central,Enterprise,Affiliate,2023-05-08,64,Female
CUST00314,Sneha,Wilson,user314@email.com,Central,B2C,Email,2023-03-24,40,Male
CUST00315,Priya,Reddy,user315@email.com,North,B2C,Email,2023-03-28,59,Female
CUST00316,Arjun,Joshi,user316@email.com,Central,B2C,Direct,2024-01-15,62,Female
CUST00317,Sneha,Taylor,user317@email.com,Central,B2C,Organic Search,2022-08-02,60,Other
CUST00318,James,Shah,user318@email.com,North,B2C,Social Media,2022-12-17,63,Female
CUST00319,Emma,Mehta,user319@email.com,North,Enterprise,Paid Search,2022-06-06,44,Other
CUST00320,Anjali,Joshi,user320@email.com,East,B2C,Referral,2024-01-09,21,Male
CUST00321,Kiran,Shah,user321@email.com,Central,B2B,Affiliate,2024-10-10,20,Male
CUST00322,Noah,Gupta,user322@email.com,North,Enterprise,Email,2023-10-12,49,Male
CUST00323,Noah,Patel,user323@email.com,North,B2C,Direct,2023-03-26,24,Female
CUST00324,Nikhil,Davis,user324@email.com,Central,B2C,Paid Search,2023-03-19,50,Female
CUST00325,Arjun,Kumar,user325@email.com,East,B2C,Email,2023-02-28,59,Female
CUST00326,Aarav,Smith,user326@email.com,East,B2C,Affiliate,2022-10-17,30,Male
CUST00327,Isabella,Williams,user327@email.com,West,B2C,Organic Search,2024-08-07,43,Other
CUST00328,Ananya,Mehta,user328@email.com,West,B2C,Paid Search,2022-05-29,18,Female
CUST00329,Pooja,Jones,user329@email.com,East,Enterprise,Social Media,2023-08-19,55,Other
CUST00330,Aarav,Verma,user330@email.com,East,B2C,Organic Search,2024-06-08,60,Male
CUST00331,Divya,Gupta,user331@email.com,West,B2C,Referral,2023-12-24,37,Other
CUST00332,James,Reddy,user332@email.com,East,B2C,Paid Search,2022-07-02,26,Female
CUST00333,Nikhil,Taylor,user333@email.com,East,B2C,Direct,2022-08-26,48,Other
CUST00334,Liam,Joshi,user334@email.com,South,B2C,Direct,2024-10-28,23,Other
CUST00335,Sanjay,Johnson,user335@email.com,North,Enterprise,Organic Search,2023-11-25,21,Other
CUST00336,Arjun,Wilson,user336@email.com,Central,B2C,Social Media,2024-02-25,51,Female
CUST00337,Emma,Joshi,user337@email.com,Central,B2C,Direct,2022-06-30,46,Male
CUST00338,Vikram,Miller,user338@email.com,West,B2C,Organic Search,2023-12-06,53,Female
CUST00339,Ava,Reddy,user339@email.com,North,B2C,Affiliate,2024-11-11,18,Other
CUST00340,Kiran,Singh,user340@email.com,North,B2C,Referral,2022-12-05,22,Other
CUST00341,Mia,Singh,user341@email.com,West,B2C,Email,2022-04-04,29,Male
CUST00342,Sophia,Brown,user342@email.com,East,Enterprise,Email,2024-09-23,46,Female
CUST00343,Rahul,Davis,user343@email.com,South,B2C,Social Media,2023-08-07,25,Male
CUST00344,Suresh,Miller,user344@email.com,South,B2B,Paid Search,2024-04-14,18,Male
CUST00345,Nikhil,Davis,user345@email.com,West,B2C,Affiliate,2023-04-09,32,Male
CUST00346,Kavya,Mehta,user346@email.com,East,B2C,Referral,2023-12-17,25,Male
CUST00347,Meera,Taylor,user347@email.com,North,B2C,Organic Search,2024-10-22,24,Other
CUST00348,Nikhil,Taylor,user348@email.com,North,B2C,Organic Search,2022-02-22,43,Female
CUST00349,Shreya,Joshi,user349@email.com,North,B2C,Social Media,2022-12-31,32,Other
CUST00350,Amit,Wilson,user350@email.com,Central,B2B,Affiliate,2024-06-13,38,Male
CUST00351,Noah,Mehta,user351@email.com,Central,B2C,Social Media,2023-04-14,35,Male
CUST00352,Kiran,Gupta,user352@email.com,West,B2C,Organic Search,2024-05-14,40,Other
CUST00353,Suresh,Miller,user353@email.com,East,B2C,Email,2024-11-08,27,Female
CUST00354,Ananya,Davis,user354@email.com,West,B2C,Paid Search,2023-08-08,37,Other
CUST00355,Ava,Jones,user355@email.com,North,B2C,Email,2022-08-13,53,Other
CUST00356,Suresh,Shah,user356@email.com,East,B2C,Referral,2022-07-28,23,Female
CUST00357,Rahul,Davis,user357@email.com,South,B2C,Email,2023-07-31,61,Other
CUST00358,Priya,Singh,user358@email.com,South,B2B,Direct,2024-07-25,64,Other
CUST00359,Arjun,Garcia,user359@email.com,South,B2B,Social Media,2024-05-18,37,Male
CUST00360,Mia,Joshi,user360@email.com,North,B2B,Affiliate,2022-11-26,48,Male
CUST00361,Oliver,Joshi,user361@email.com,West,Enterprise,Direct,2024-07-27,38,Female
CUST00362,Nikhil,Davis,user362@email.com,East,B2C,Social Media,2023-08-15,50,Female
CUST00363,Sneha,Garcia,user363@email.com,East,Enterprise,Social Media,2023-12-25,38,Female
CUST00364,Kiran,Shah,user364@email.com,South,B2C,Direct,2022-03-13,55,Other
CUST00365,Divya,Mehta,user365@email.com,South,B2C,Email,2023-10-11,54,Male
CUST00366,Shreya,Smith,user366@email.com,East,B2B,Email,2024-02-15,64,Other
CUST00367,Nikhil,Gupta,user367@email.com,East,B2C,Referral,2024-02-02,52,Female
CUST00368,Mia,Davis,user368@email.com,North,B2C,Affiliate,2022-10-13,22,Other
CUST00369,William,Sharma,user369@email.com,West,B2C,Referral,2022-03-17,32,Male
CUST00370,Aarav,Joshi,user370@email.com,Central,B2C,Organic Search,2022-08-23,57,Other
CUST00371,Mia,Taylor,user371@email.com,West,B2C,Organic Search,2024-11-01,18,Other
CUST00372,Meera,Sharma,user372@email.com,North,B2C,Social Media,2024-05-06,52,Female
CUST00373,Sanjay,Brown,user373@email.com,South,B2C,Organic Search,2022-01-27,51,Male
CUST00374,Arjun,Taylor,user374@email.com,Central,B2C,Social Media,2023-01-10,35,Female
CUST00375,Kavya,Williams,user375@email.com,West,B2C,Referral,2022-05-03,32,Female
CUST00376,Liam,Singh,user376@email.com,North,B2C,Email,2024-11-28,42,Other
CUST00377,Priya,Sharma,user377@email.com,South,B2C,Affiliate,2024-01-10,45,Other
CUST00378,Kiran,Kumar,user378@email.com,Central,Enterprise,Paid Search,2023-05-30,31,Other
CUST00379,Anjali,Verma,user379@email.com,North,Enterprise,Referral,2024-05-30,35,Other
CUST00380,Emma,Patel,user380@email.com,South,Enterprise,Social Media,2024-05-25,19,Male
CUST00381,Vikram,Williams,user381@email.com,North,B2C,Direct,2024-06-30,33,Other
CUST00382,Emma,Davis,user382@email.com,East,B2C,Referral,2023-08-28,26,Other
CUST00383,Sanjay,Johnson,user383@email.com,North,B2C,Paid Search,2022-05-02,22,Female
CUST00384,William,Taylor,user384@email.com,Central,B2C,Affiliate,2024-07-29,38,Male
CUST00385,Rohit,Jones,user385@email.com,West,B2C,Direct,2024-09-12,42,Female
CUST00386,Emma,Wilson,user386@email.com,West,B2C,Direct,2022-10-16,36,Male
CUST00387,Rahul,Verma,user387@email.com,South,B2C,Affiliate,2022-04-25,58,Male
CUST00388,Amit,Johnson,user388@email.com,North,B2C,Social Media,2023-08-29,46,Female
CUST00389,Sneha,Mehta,user389@email.com,North,B2C,Email,2023-02-24,53,Other
CUST00390,Meera,Kumar,user390@email.com,North,B2C,Direct,2024-03-07,23,Other
CUST00391,Ava,Smith,user391@email.com,West,B2C,Email,2024-07-18,42,Male
CUST00392,Noah,Shah,user392@email.com,Central,B2C,Referral,2024-05-19,42,Male
CUST00393,Rohit,Reddy,user393@email.com,East,B2C,Organic Search,2022-08-04,28,Female
CUST00394,Meera,Reddy,user394@email.com,West,B2B,Social Media,2023-03-05,34,Male
CUST00395,Anjali,Taylor,user395@email.com,Central,B2C,Organic Search,2024-08-28,26,Female
CUST00396,Suresh,Smith,user396@email.com,Central,B2C,Affiliate,2022-01-11,39,Female
CUST00397,Meera,Taylor,user397@email.com,South,B2C,Direct,2023-06-04,62,Male
CUST00398,Amit,Gupta,user398@email.com,West,Enterprise,Social Media,2024-01-15,65,Other
CUST00399,Anjali,Wilson,user399@email.com,South,B2C,Social Media,2024-09-10,43,Female
CUST00400,Mia,Wilson,user400@email.com,South,B2C,Direct,2022-06-26,29,Other
CUST00401,Aarav,Jones,user401@email.com,South,B2C,Social Media,2024-05-04,62,Male
CUST00402,Emma,Garcia,user402@email.com,South,B2C,Paid Search,2023-09-28,34,Other
CUST00403,Oliver,Brown,user403@email.com,West,B2C,Direct,2022-08-28,48,Other
CUST00404,Shreya,Miller,user404@email.com,West,B2C,Affiliate,2023-09-15,41,Other
CUST00405,Deepa,Singh,user405@email.com,North,B2B,Referral,2024-04-14,60,Female
CUST00406,James,Taylor,user406@email.com,North,B2C,Referral,2022-09-16,61,Other
CUST00407,William,Smith,user407@email.com,West,B2C,Organic Search,2023-09-13,34,Male
CUST00408,Sophia,Miller,user408@email.com,Central,B2C,Direct,2024-03-04,32,Female
CUST00409,Suresh,Jones,user409@email.com,Central,B2C,Paid Search,2023-08-05,40,Male
CUST00410,Sneha,Reddy,user410@email.com,West,Enterprise,Organic Search,2024-01-20,25,Other
CUST00411,Kavya,Reddy,user411@email.com,East,B2C,Paid Search,2022-08-09,51,Female
CUST00412,Anjali,Kumar,user412@email.com,West,B2B,Email,2023-06-26,38,Male
CUST00413,Priya,Kumar,user413@email.com,North,B2B,Referral,2023-04-12,24,Other
CUST00414,Mia,Shah,user414@email.com,Central,B2C,Paid Search,2022-09-13,39,Other
CUST00415,Nikhil,Shah,user415@email.com,West,B2C,Paid Search,2023-10-25,58,Other
CUST00416,Suresh,Sharma,user416@email.com,Central,B2B,Email,2023-11-03,55,Female
CUST00417,Aarav,Joshi,user417@email.com,South,B2C,Referral,2023-08-28,22,Other
CUST00418,Ava,Davis,user418@email.com,South,B2C,Paid Search,2022-06-08,47,Male
CUST00419,Emma,Garcia,user419@email.com,Central,Enterprise,Social Media,2023-02-12,56,Female
CUST00420,Suresh,Wilson,user420@email.com,North,B2C,Affiliate,2024-08-07,47,Other
CUST00421,Liam,Reddy,user421@email.com,Central,B2C,Referral,2022-09-26,26,Female
CUST00422,Pooja,Reddy,user422@email.com,North,B2C,Referral,2022-07-03,27,Other
CUST00423,Meera,Taylor,user423@email.com,South,B2C,Email,2023-08-27,29,Female
CUST00424,Shreya,Gupta,user424@email.com,Central,B2C,Social Media,2024-09-14,26,Male
CUST00425,Liam,Jones,user425@email.com,Central,B2C,Social Media,2023-05-04,18,Female
CUST00426,Arjun,Williams,user426@email.com,Central,B2C,Email,2022-08-01,44,Other
CUST00427,Meera,Jones,user427@email.com,West,B2C,Direct,2024-02-03,19,Male
CUST00428,Priya,Verma,user428@email.com,South,B2C,Paid Search,2023-03-30,47,Other
CUST00429,Shreya,Miller,user429@email.com,North,B2C,Social Media,2024-02-09,52,Female
CUST00430,Liam,Patel,user430@email.com,West,B2C,Email,2024-04-22,24,Other
CUST00431,William,Shah,user431@email.com,East,B2B,Organic Search,2024-10-12,46,Female
CUST00432,Isabella,Singh,user432@email.com,West,B2B,Organic Search,2023-06-26,33,Male
CUST00433,Oliver,Johnson,user433@email.com,Central,B2C,Paid Search,2024-07-02,57,Male
CUST00434,Liam,Joshi,user434@email.com,North,B2C,Direct,2022-11-17,35,Other
CUST00435,Ananya,Smith,user435@email.com,East,B2C,Social Media,2024-04-16,50,Other
CUST00436,Vikram,Brown,user436@email.com,North,Enterprise,Affiliate,2022-05-28,59,Male
CUST00437,Pooja,Mehta,user437@email.com,East,B2B,Affiliate,2022-07-26,61,Female
CUST00438,Vikram,Wilson,user438@email.com,East,B2C,Email,2024-01-31,46,Male
CUST00439,Ava,Singh,user439@email.com,West,B2C,Social Media,2024-09-11,62,Female
CUST00440,Anjali,Smith,user440@email.com,Central,B2C,Affiliate,2023-12-08,64,Male
CUST00441,James,Johnson,user441@email.com,North,B2B,Email,2023-12-14,31,Female
CUST00442,Anjali,Verma,user442@email.com,East,B2B,Social Media,2022-11-26,53,Other
CUST00443,Kiran,Garcia,user443@email.com,East,B2B,Affiliate,2022-07-22,21,Male
CUST00444,James,Jones,user444@email.com,North,B2C,Affiliate,2022-06-04,28,Female
CUST00445,Aarav,Brown,user445@email.com,South,Enterprise,Paid Search,2023-12-11,59,Female
CUST00446,Isabella,Verma,user446@email.com,North,B2C,Social Media,2022-09-04,23,Female
CUST00447,Noah,Gupta,user447@email.com,North,B2C,Social Media,2024-10-29,64,Other
CUST00448,Meera,Singh,user448@email.com,North,B2C,Email,2022-12-30,22,Male
CUST00449,Pooja,Miller,user449@email.com,West,B2C,Referral,2024-07-11,39,Male
CUST00450,Oliver,Mehta,user450@email.com,West,B2C,Email,2023-10-19,23,Other
CUST00451,Sneha,Smith,user451@email.com,East,B2B,Paid Search,2022-06-09,42,Male
CUST00452,Emma,Mehta,user452@email.com,North,B2C,Organic Search,2024-09-23,57,Other
CUST00453,Nikhil,Johnson,user453@email.com,South,B2C,Paid Search,2022-09-12,44,Other
CUST00454,Isabella,Joshi,user454@email.com,North,B2B,Paid Search,2023-11-19,25,Other
CUST00455,Kavya,Brown,user455@email.com,East,B2B,Paid Search,2023-08-20,35,Other
CUST00456,Pooja,Davis,user456@email.com,Central,B2C,Direct,2022-05-11,36,Other
CUST00457,Isabella,Reddy,user457@email.com,South,B2C,Direct,2022-02-11,30,Other
CUST00458,Divya,Patel,user458@email.com,South,B2C,Organic Search,2023-09-01,33,Female
CUST00459,Deepa,Singh,user459@email.com,Central,B2B,Organic Search,2024-09-18,41,Female
CUST00460,Suresh,Wilson,user460@email.com,West,B2C,Referral,2022-07-25,29,Female
CUST00461,Aarav,Wilson,user461@email.com,North,B2C,Paid Search,2022-04-24,20,Male
CUST00462,Sanjay,Reddy,user462@email.com,Central,B2B,Email,2023-09-11,62,Female
CUST00463,James,Davis,user463@email.com,Central,B2C,Social Media,2022-05-09,23,Female
CUST00464,Sanjay,Joshi,user464@email.com,South,B2C,Email,2022-05-03,55,Other
CUST00465,Emma,Singh,user465@email.com,East,B2C,Referral,2024-10-06,33,Male
CUST00466,Rahul,Brown,user466@email.com,North,B2C,Direct,2023-01-15,21,Female
CUST00467,Sophia,Gupta,user467@email.com,North,B2C,Paid Search,2024-10-31,62,Male
CUST00468,Anjali,Johnson,user468@email.com,Central,B2C,Affiliate,2022-09-12,64,Female
CUST00469,Kavya,Mehta,user469@email.com,East,B2B,Organic Search,2022-09-17,19,Female
CUST00470,Rohit,Miller,user470@email.com,North,B2C,Direct,2023-10-29,58,Male
CUST00471,Nikhil,Miller,user471@email.com,East,B2C,Affiliate,2024-02-10,54,Male
CUST00472,Ananya,Verma,user472@email.com,North,B2B,Referral,2023-07-26,64,Male
CUST00473,Sophia,Miller,user473@email.com,North,B2C,Affiliate,2022-12-21,18,Male
CUST00474,Anjali,Johnson,user474@email.com,West,Enterprise,Paid Search,2022-03-13,20,Other
CUST00475,Meera,Shah,user475@email.com,East,B2C,Referral,2024-10-15,38,Female
CUST00476,Kiran,Johnson,user476@email.com,North,B2C,Organic Search,2022-05-01,29,Male
CUST00477,Priya,Williams,user477@email.com,North,B2B,Affiliate,2024-03-12,36,Female
CUST00478,Rahul,Davis,user478@email.com,West,B2C,Paid Search,2023-05-24,36,Other
CUST00479,Sophia,Taylor,user479@email.com,South,B2C,Direct,2023-04-18,49,Male
CUST00480,William,Shah,user480@email.com,South,B2C,Email,2024-04-29,19,Male
CUST00481,Kavya,Sharma,user481@email.com,East,B2C,Referral,2024-04-21,42,Other
CUST00482,Sneha,Joshi,user482@email.com,Central,Enterprise,Email,2023-04-23,49,Male
CUST00483,Oliver,Verma,user483@email.com,North,B2C,Paid Search,2022-08-10,51,Female
CUST00484,Nikhil,Singh,user484@email.com,Central,B2C,Paid Search,2023-08-02,58,Female
CUST00485,Kiran,Wilson,user485@email.com,North,B2C,Paid Search,2022-04-27,33,Female
CUST00486,Isabella,Smith,user486@email.com,West,B2B,Referral,2023-02-10,38,Female
CUST00487,Rohit,Shah,user487@email.com,North,Enterprise,Paid Search,2023-12-05,55,Male
CUST00488,Sneha,Gupta,user488@email.com,West,B2C,Email,2022-08-30,25,Other
CUST00489,William,Joshi,user489@email.com,West,B2C,Social Media,2023-07-11,25,Male
CUST00490,Ava,Reddy,user490@email.com,Central,B2C,Affiliate,2022-09-02,38,Male
CUST00491,Oliver,Shah,user491@email.com,East,B2C,Organic Search,2022-05-22,61,Female
CUST00492,Liam,Gupta,user492@email.com,North,Enterprise,Affiliate,2023-02-09,46,Other
CUST00493,Pooja,Kumar,user493@email.com,West,B2C,Affiliate,2024-05-04,26,Male
CUST00494,Priya,Shah,user494@email.com,South,B2C,Email,2022-01-19,41,Other
CUST00495,James,Singh,user495@email.com,Central,B2C,Affiliate,2024-09-06,22,Male
CUST00496,Arjun,Jones,user496@email.com,South,B2C,Affiliate,2022-04-11,39,Male
CUST00497,Nikhil,Patel,user497@email.com,South,Enterprise,Email,2022-03-08,64,Female
CUST00498,Aarav,Williams,user498@email.com,West,B2C,Paid Search,2024-02-10,29,Female
CUST00499,Nikhil,Mehta,user499@email.com,North,B2C,Direct,2023-03-11,33,Other
CUST00500,Anjali,Brown,user500@email.com,Central,B2C,Organic Search,2023-04-04,35,Female
CUST00501,Meera,Joshi,user501@email.com,Central,B2C,Affiliate,2022-08-02,52,Male
CUST00502,Ava,Johnson,user502@email.com,West,B2C,Email,2023-08-18,40,Other
CUST00503,Amit,Williams,user503@email.com,East,B2C,Social Media,2024-02-20,56,Male
CUST00504,Noah,Verma,user504@email.com,North,B2B,Email,2022-02-15,51,Female
CUST00505,Pooja,Gupta,user505@email.com,North,B2C,Paid Search,2024-06-26,35,Other
CUST00506,William,Shah,user506@email.com,Central,B2B,Affiliate,2022-03-28,42,Female
CUST00507,Ananya,Shah,user507@email.com,Central,B2C,Referral,2022-09-27,62,Female
CUST00508,Aarav,Johnson,user508@email.com,Central,B2C,Direct,2024-07-07,30,Female
CUST00509,Divya,Gupta,user509@email.com,West,B2C,Organic Search,2024-04-22,32,Other
CUST00510,Aarav,Miller,user510@email.com,West,B2C,Direct,2022-12-06,30,Male
CUST00511,Oliver,Gupta,user511@email.com,East,B2C,Paid Search,2023-06-14,55,Other
CUST00512,William,Kumar,user512@email.com,Central,B2B,Organic Search,2022-08-09,41,Other
CUST00513,Suresh,Wilson,user513@email.com,North,B2C,Social Media,2024-10-25,26,Male
CUST00514,Ava,Garcia,user514@email.com,East,B2C,Direct,2023-11-10,62,Other
CUST00515,Pooja,Wilson,user515@email.com,South,B2C,Referral,2023-07-09,62,Female
CUST00516,Ananya,Sharma,user516@email.com,Central,B2C,Affiliate,2022-07-17,54,Male
CUST00517,Deepa,Smith,user517@email.com,Central,B2C,Direct,2022-10-10,24,Female
CUST00518,Amit,Singh,user518@email.com,South,B2C,Social Media,2022-08-07,28,Other
CUST00519,Liam,Smith,user519@email.com,West,B2C,Paid Search,2022-05-18,33,Other
CUST00520,Kavya,Verma,user520@email.com,North,B2B,Organic Search,2022-04-16,42,Female
CUST00521,Ananya,Brown,user521@email.com,West,B2B,Social Media,2023-10-14,52,Female
CUST00522,Liam,Garcia,user522@email.com,Central,B2C,Referral,2022-06-07,32,Male
CUST00523,Rahul,Patel,user523@email.com,East,B2C,Social Media,2023-12-03,24,Male
CUST00524,Ananya,Williams,user524@email.com,South,B2B,Direct,2023-06-15,23,Female
CUST00525,Deepa,Garcia,user525@email.com,North,B2C,Referral,2024-07-11,28,Other
CUST00526,Ananya,Patel,user526@email.com,North,B2C,Paid Search,2023-11-06,44,Other
CUST00527,Sophia,Davis,user527@email.com,East,B2C,Social Media,2024-05-10,33,Male
CUST00528,Suresh,Wilson,user528@email.com,Central,B2B,Paid Search,2022-03-19,21,Female
CUST00529,Meera,Singh,user529@email.com,East,B2B,Referral,2022-01-06,56,Female
CUST00530,Sneha,Sharma,user530@email.com,South,B2C,Social Media,2022-11-07,23,Female
CUST00531,Divya,Williams,user531@email.com,West,B2C,Referral,2022-06-29,34,Male
CUST00532,Shreya,Williams,user532@email.com,South,B2C,Email,2024-09-24,41,Male
CUST00533,Priya,Verma,user533@email.com,West,B2C,Paid Search,2023-11-24,35,Other
CUST00534,Vikram,Kumar,user534@email.com,North,B2C,Affiliate,2022-04-06,52,Female
CUST00535,Pooja,Davis,user535@email.com,North,B2B,Affiliate,2024-07-05,51,Female
CUST00536,Emma,Garcia,user536@email.com,Central,B2B,Email,2024-04-11,37,Male
CUST00537,Noah,Patel,user537@email.com,Central,B2C,Direct,2023-09-06,54,Other
CUST00538,Vikram,Kumar,user538@email.com,West,B2C,Paid Search,2024-08-21,31,Male
CUST00539,Priya,Brown,user539@email.com,North,Enterprise,Email,2022-07-16,30,Other
CUST00540,Liam,Taylor,user540@email.com,East,B2C,Referral,2022-08-18,22,Male
CUST00541,Shreya,Williams,user541@email.com,Central,B2C,Social Media,2023-08-26,51,Female
CUST00542,Ava,Taylor,user542@email.com,Central,B2C,Email,2022-01-20,25,Female
CUST00543,Vikram,Wilson,user543@email.com,Central,B2C,Organic Search,2022-08-21,24,Other
CUST00544,Ava,Reddy,user544@email.com,Central,B2B,Email,2022-06-06,34,Female
CUST00545,Anjali,Wilson,user545@email.com,Central,B2C,Paid Search,2024-10-14,35,Female
CUST00546,Deepa,Taylor,user546@email.com,West,B2C,Social Media,2022-08-12,62,Male
CUST00547,Sophia,Garcia,user547@email.com,East,B2B,Organic Search,2022-03-18,39,Female
CUST00548,Rohit,Garcia,user548@email.com,North,Enterprise,Paid Search,2023-04-29,26,Female
CUST00549,William,Smith,user549@email.com,East,B2B,Direct,2023-11-20,59,Male
CUST00550,Nikhil,Joshi,user550@email.com,West,B2B,Affiliate,2022-10-19,51,Female
CUST00551,Sanjay,Gupta,user551@email.com,North,B2C,Direct,2022-03-29,43,Male
CUST00552,Noah,Wilson,user552@email.com,North,B2C,Affiliate,2024-03-25,30,Male
CUST00553,Priya,Jones,user553@email.com,North,Enterprise,Referral,2023-01-23,30,Female
CUST00554,Liam,Jones,user554@email.com,Central,B2C,Organic Search,2023-07-27,61,Male
CUST00555,Kavya,Garcia,user555@email.com,Central,B2C,Affiliate,2023-01-11,48,Other
CUST00556,Kavya,Johnson,user556@email.com,South,B2B,Social Media,2024-05-06,65,Other
CUST00557,Divya,Sharma,user557@email.com,West,B2C,Affiliate,2022-05-21,54,Male
CUST00558,James,Shah,user558@email.com,South,B2C,Email,2022-12-10,50,Male
CUST00559,Aarav,Garcia,user559@email.com,South,B2C,Direct,2024-11-25,18,Male
CUST00560,Deepa,Reddy,user560@email.com,East,B2C,Email,2023-01-28,40,Female
CUST00561,Arjun,Jones,user561@email.com,East,B2C,Affiliate,2023-01-27,57,Female
CUST00562,Sneha,Sharma,user562@email.com,Central,Enterprise,Affiliate,2024-06-26,41,Other
CUST00563,Deepa,Taylor,user563@email.com,East,B2C,Organic Search,2024-10-02,48,Male
CUST00564,Rohit,Smith,user564@email.com,East,B2C,Referral,2023-06-07,59,Female
CUST00565,Vikram,Miller,user565@email.com,South,B2B,Affiliate,2022-10-20,56,Female
CUST00566,Amit,Mehta,user566@email.com,North,B2C,Social Media,2024-10-23,34,Female
CUST00567,Suresh,Patel,user567@email.com,Central,B2B,Direct,2023-09-21,30,Female
CUST00568,Emma,Davis,user568@email.com,West,Enterprise,Referral,2022-12-12,40,Other
CUST00569,Isabella,Gupta,user569@email.com,Central,B2C,Organic Search,2023-04-12,48,Male
CUST00570,Sophia,Davis,user570@email.com,South,Enterprise,Social Media,2023-02-06,59,Male
CUST00571,Kavya,Shah,user571@email.com,East,B2C,Social Media,2022-12-12,41,Female
CUST00572,Divya,Jones,user572@email.com,North,B2C,Affiliate,2024-06-28,58,Other
CUST00573,Deepa,Singh,user573@email.com,West,B2B,Direct,2024-06-20,25,Other
CUST00574,Sanjay,Reddy,user574@email.com,West,B2C,Affiliate,2023-08-16,27,Male
CUST00575,Amit,Brown,user575@email.com,Central,B2B,Email,2022-11-08,27,Female
CUST00576,William,Singh,user576@email.com,West,B2C,Paid Search,2022-10-08,38,Other
CUST00577,Aarav,Jones,user577@email.com,East,B2C,Affiliate,2022-04-01,28,Other
CUST00578,Anjali,Singh,user578@email.com,South,B2C,Referral,2022-09-04,45,Female
CUST00579,Anjali,Williams,user579@email.com,North,B2C,Paid Search,2023-10-29,64,Female
CUST00580,Noah,Smith,user580@email.com,Central,B2C,Referral,2022-01-22,18,Other
CUST00581,Pooja,Johnson,user581@email.com,East,B2C,Email,2023-01-22,50,Other
CUST00582,Ananya,Singh,user582@email.com,North,B2C,Social Media,2023-04-21,47,Other
CUST00583,Deepa,Miller,user583@email.com,East,B2C,Referral,2024-03-19,26,Female
CUST00584,Kavya,Joshi,user584@email.com,South,Enterprise,Affiliate,2024-02-01,43,Male
CUST00585,Pooja,Mehta,user585@email.com,South,B2B,Direct,2022-12-21,50,Male
CUST00586,Kavya,Patel,user586@email.com,West,B2B,Social Media,2022-07-11,52,Other
CUST00587,Deepa,Patel,user587@email.com,North,B2C,Organic Search,2022-03-17,21,Other
CUST00588,Meera,Jones,user588@email.com,West,B2C,Social Media,2022-06-29,48,Other
CUST00589,Arjun,Sharma,user589@email.com,East,B2C,Organic Search,2022-08-26,60,Other
CUST00590,Deepa,Taylor,user590@email.com,South,B2C,Organic Search,2023-02-24,50,Other
CUST00591,Sneha,Reddy,user591@email.com,North,B2B,Email,2024-08-17,30,Other
CUST00592,William,Verma,user592@email.com,Central,Enterprise,Social Media,2022-11-07,63,Female
CUST00593,Ananya,Patel,user593@email.com,Central,B2C,Paid Search,2023-04-04,62,Female
CUST00594,Pooja,Sharma,user594@email.com,North,B2C,Organic Search,2023-05-29,54,Other
CUST00595,Vikram,Singh,user595@email.com,Central,B2C,Referral,2024-02-07,24,Female
CUST00596,Pooja,Jones,user596@email.com,East,B2C,Organic Search,2024-09-27,24,Male
CUST00597,Isabella,Reddy,user597@email.com,East,B2B,Social Media,2022-03-03,45,Other
CUST00598,Sneha,Patel,user598@email.com,North,B2B,Referral,2022-06-30,59,Male
CUST00599,Kavya,Jones,user599@email.com,Central,B2C,Referral,2023-05-26,23,Female
CUST00600,Ananya,Kumar,user600@email.com,West,B2C,Email,2023-06-17,35,Female
CUST00601,Ava,Brown,user601@email.com,South,B2C,Referral,2024-01-13,64,Male
CUST00602,Sneha,Brown,user602@email.com,Central,B2C,Direct,2022-09-05,61,Female
CUST00603,Deepa,Williams,user603@email.com,East,B2C,Affiliate,2022-10-09,61,Other
CUST00604,Anjali,Garcia,user604@email.com,North,B2B,Email,2022-07-22,20,Male
CUST00605,James,Smith,user605@email.com,North,B2B,Referral,2023-02-11,51,Other
CUST00606,Sophia,Wilson,user606@email.com,South,Enterprise,Referral,2024-06-14,39,Other
CUST00607,Oliver,Taylor,user607@email.com,North,B2C,Referral,2024-03-23,33,Female
CUST00608,Emma,Williams,user608@email.com,South,B2B,Direct,2023-06-22,57,Male
CUST00609,James,Gupta,user609@email.com,Central,B2B,Affiliate,2022-01-19,49,Male
CUST00610,William,Garcia,user610@email.com,East,B2C,Social Media,2022-04-27,21,Other
CUST00611,Shreya,Williams,user611@email.com,West,B2B,Organic Search,2022-12-12,47,Female
CUST00612,Nikhil,Singh,user612@email.com,West,B2C,Organic Search,2024-06-09,49,Other
CUST00613,Aarav,Kumar,user613@email.com,West,B2C,Direct,2024-10-11,53,Male
